decile,decile_label,rank_concept,main_income_type_code,main_income_type_label,semantic_key,household_members,share_of_decile_total,source_cell,source_id,source_stat_inf_id,source_file,source_sha256,cross_system_status,cross_system_warning
1,R01_十分位1,equivalized_disposable_income_oecd_new,00,平均,total,11390017,1,BZ800,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
1,R01_十分位1,equivalized_disposable_income_oecd_new,01,勤め先収入,wages_salaries,3034335,0.26640302644,CA800,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
1,R01_十分位1,equivalized_disposable_income_oecd_new,02,事業・内職収入,business_homework,1259998,0.110623013118,CB800,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
1,R01_十分位1,equivalized_disposable_income_oecd_new,03,財産収入,property_income,488318,0.0428724557654,CC800,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
1,R01_十分位1,equivalized_disposable_income_oecd_new,04,経常移転収入,current_transfers,6607365,0.580101416881,CD800,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
2,R02_十分位2,equivalized_disposable_income_oecd_new,00,平均,total,11390017,1,BZ836,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
2,R02_十分位2,equivalized_disposable_income_oecd_new,01,勤め先収入,wages_salaries,4752431,0.417245294717,CA836,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
2,R02_十分位2,equivalized_disposable_income_oecd_new,02,事業・内職収入,business_homework,1092278,0.0958978375537,CB836,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
2,R02_十分位2,equivalized_disposable_income_oecd_new,03,財産収入,property_income,238675,0.0209547536233,CC836,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
2,R02_十分位2,equivalized_disposable_income_oecd_new,04,経常移転収入,current_transfers,5306633,0.465902114106,CD836,ESTAT-7141-1-2024,000040490407,data/raw/estat/000040490407.xlsx,69353ddff26920ab4f1769e89dd92ea82cb473dc204166ee1d6275eebe9c0a05,WITHIN_NSFCW_DIAGNOSTIC_NO_NTA_CATEGORY_IDENTITY,NSFCW main annual-income categories are not asserted to equal NTA primary-income categories; no hard cross-system category constraint is identified
